k,max,max_first_lambda,max_last_lambda,min,min_first_lambda,min_last_lambda,mean,median,std
1,0.09,0.02040816326530612,1.0,0.07,0.0,0.0,0.08959999999999997,0.09,0.0028284271247461888
3,0.16,0.04081632653061224,1.0,0.12,0.0,0.0,0.15900000000000003,0.16,0.005802884574739973
5,0.19,0.02040816326530612,1.0,0.16,0.0,0.0,0.18939999999999999,0.19,0.004242640687119285
10,0.25,0.02040816326530612,1.0,0.22,0.0,0.0,0.24939999999999998,0.25,0.004242640687119285
